order,file_path,thumbnail,capture_uuid,page_uri,book_uri,source_rotated,width,height,source_x,source_y,source_w,source_h
10,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$11/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$11/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-10,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n10,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
11,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$12/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$12/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-11,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n11,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
12,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$13/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$13/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-12,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n12,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
13,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$14/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$14/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-13,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n13,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
14,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$15/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$15/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-14,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n14,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
15,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$16/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$16/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-15,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n15,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
16,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$17/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$17/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-16,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n16,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
17,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$18/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$18/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-17,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n17,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
18,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$19/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$19/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-18,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n18,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
19,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$20/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$20/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-19,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n19,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
20,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$21/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$21/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-20,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n20,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
21,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$22/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$22/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-21,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n21,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
22,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$23/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$23/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-22,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n22,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
23,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$24/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$24/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-23,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n23,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
24,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$25/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$25/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-24,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n24,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
25,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$26/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$26/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-25,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n25,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
26,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$27/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$27/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-26,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n26,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
27,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$28/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$28/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-27,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n27,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
28,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$29/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$29/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-28,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n28,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
29,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$30/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$30/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-29,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n29,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
30,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$31/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$31/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-30,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n30,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
31,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$32/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$32/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-31,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n31,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
32,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$33/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$33/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-32,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n32,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
33,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$34/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$34/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-33,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n33,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
34,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$35/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$35/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-34,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n34,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
35,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$36/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$36/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-35,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n35,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
36,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$37/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$37/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-36,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n36,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
37,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$38/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$38/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-37,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n37,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
38,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$39/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$39/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-38,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n38,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
39,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$40/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$40/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-39,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n39,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
40,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$41/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$41/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-40,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n40,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
41,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$42/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$42/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-41,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n41,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
42,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$43/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$43/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-42,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n42,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
43,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$44/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$44/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-43,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n43,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
44,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$45/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$45/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-44,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n44,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
45,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$46/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$46/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-45,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n45,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
46,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$47/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$47/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-46,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n46,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
47,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$48/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$48/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-47,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n47,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
48,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$49/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$49/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-48,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n48,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
49,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$50/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$50/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-49,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n49,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
50,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$51/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$51/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-50,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n50,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
51,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$52/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$52/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-51,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n51,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
52,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$53/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$53/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-52,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n52,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
53,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$54/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$54/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-53,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n53,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
54,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$55/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$55/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-54,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n54,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
55,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$56/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$56/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-55,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n55,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
56,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$57/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$57/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-56,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n56,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
57,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$58/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$58/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-57,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n57,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
58,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$59/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$59/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-58,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n58,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
59,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$60/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$60/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-59,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n59,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
60,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$61/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$61/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-60,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n60,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
61,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$62/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Brooklyn_1908$62/full/100,100/0/default.jpg",NYC_Marriage_Index_Brooklyn_1908-61,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908#page/n61,https://archive.org/details/NYC_Marriage_Index_Brooklyn_1908,0.0,1000,1000,0,0,1000,1000
